Geneid	SRR5364316	SRR5364317	SRR5364318	SRR5364321	SRR5364323	SRR5364330
ENSMUSG00000040374	1393	1350	1425	1316	1563	1688
ENSMUSG00000040380	55290	47986	42629	59049	58505	67094
ENSMUSG00000040383	2379	2187	2281	2071	2162	2354
ENSMUSG00000040385	4011	3944	4257	3483	4091	4673
ENSMUSG00000040387	651	593	631	805	735	947
ENSMUSG00000040389	3251	2939	3561	2985	3303	3595
ENSMUSG00000040390	3146	3152	2878	2824	3320	3441
ENSMUSG00000040396	2696	2500	2553	2245	2395	2484
ENSMUSG00000040405	0	0	0	0	0	0
ENSMUSG00000040407	6363	5684	5648	5611	5271	5592
ENSMUSG00000040410	639	627	802	743	715	1017
ENSMUSG00000040412	196	194	289	239	220	320
ENSMUSG00000040413	0	0	0	0	0	0
ENSMUSG00000040414	1214	1251	1268	1890	1476	2139
ENSMUSG00000040415	3957	4161	4221	4986	4832	5373
ENSMUSG00000040420	2135	1955	1778	1702	1930	2030
ENSMUSG00000040423	3950	3522	3523	3447	3390	3794
ENSMUSG00000040424	435	412	552	261	478	362
ENSMUSG00000040428	46	33	41	66	47	49
ENSMUSG00000040429	166	148	154	111	159	164
ENSMUSG00000040430	2497	2124	2359	2324	2579	2826
ENSMUSG00000040432	4	4	4	6	4	6
ENSMUSG00000040433	2228	2110	2387	2478	2607	2752
ENSMUSG00000040434	24	16	25	30	32	30
ENSMUSG00000040435	916	800	836	984	875	1115
ENSMUSG00000040441	12	9	17	18	17	21
ENSMUSG00000040446	3228	3065	2964	3208	3211	3300
ENSMUSG00000040447	1791	1828	1874	2190	1808	2553
ENSMUSG00000040451	2142	1984	1682	1891	2104	2168
ENSMUSG00000040452	396	322	349	281	328	389
ENSMUSG00000040455	3247	2962	3046	2741	3226	3058
ENSMUSG00000040456	0	0	0	0	0	0
ENSMUSG00000040459	5866	6014	6373	7782	6306	8273
ENSMUSG00000040462	4877	4179	4127	5598	5251	6526
ENSMUSG00000040463	2121	1892	2221	2125	2107	2401
ENSMUSG00000040464	437	458	423	472	433	593
ENSMUSG00000040466	231	207	296	240	247	355
ENSMUSG00000040467	0	0	0	0	0	0
ENSMUSG00000040471	1	0	2	1	1	1
ENSMUSG00000040472	818	787	719	907	983	994
ENSMUSG00000040473	752	725	826	633	874	734
ENSMUSG00000040478	0	0	0	0	0	0
ENSMUSG00000040479	19082	19666	18064	24842	20618	26235
ENSMUSG00000040481	6386	5702	5413	6209	5714	6248
ENSMUSG00000040482	482	476	575	523	528	567
ENSMUSG00000040483	113	96	174	198	214	215
ENSMUSG00000040485	5	4	7	2	19	5
ENSMUSG00000040488	767	848	649	667	686	847
ENSMUSG00000040489	2	3	2	2	1	1
ENSMUSG00000040490	49	39	91	46	40	83
ENSMUSG00000040495	34	24	25	32	25	36
ENSMUSG00000040498	0	0	0	3	1	2
ENSMUSG00000040502	596	611	703	581	579	697
ENSMUSG00000040505	1	1	0	0	1	1
ENSMUSG00000040506	2632	2438	2493	3123	2840	3695
ENSMUSG00000040511	301	295	241	237	300	361
ENSMUSG00000040514	0	0	0	0	0	0
ENSMUSG00000040520	2192	1994	1905	1786	2144	2259
ENSMUSG00000040521	541	452	554	455	528	578
ENSMUSG00000040522	11	14	13	17	19	9
ENSMUSG00000040524	3112	2942	2562	2688	2697	2732
ENSMUSG00000040525	0	2	3	1	1	3
ENSMUSG00000040528	14	25	24	26	23	33
ENSMUSG00000040532	351	372	402	311	332	412
ENSMUSG00000040533	3	0	4	5	3	9
ENSMUSG00000040536	1663	1353	1658	1280	1425	1539
ENSMUSG00000040537	3731	3287	2911	2528	2754	2356
ENSMUSG00000040540	212	180	183	230	170	218
ENSMUSG00000040541	0	0	0	0	0	0
ENSMUSG00000040543	3568	3715	3992	5410	4588	5722
ENSMUSG00000040548	3392	3087	3120	2993	3605	3391
ENSMUSG00000040549	12055	10774	10848	10646	11379	12317
ENSMUSG00000040550	3381	3268	3556	2929	3323	3494
ENSMUSG00000040552	44	55	55	77	64	70
ENSMUSG00000040554	4	4	3	72	11	49
ENSMUSG00000040557	103	90	126	134	146	232
ENSMUSG00000040560	4551	3931	4840	4502	4604	4892
ENSMUSG00000040562	92	71	88	157	112	229
ENSMUSG00000040563	2423	2382	2212	2361	2468	2694
ENSMUSG00000040564	50	52	48	168	87	195
ENSMUSG00000040565	2850	3715	2967	2722	3541	3504
ENSMUSG00000040569	297	247	263	295	237	474
ENSMUSG00000040570	1029	927	1100	875	918	1122
ENSMUSG00000040576	0	0	0	0	0	0
ENSMUSG00000040583	0	0	0	0	0	0
ENSMUSG00000040584	1724	1503	1590	1616	1622	1875
ENSMUSG00000040586	531	467	515	696	556	794
ENSMUSG00000040591	2151	2173	2329	2084	2327	2502
ENSMUSG00000040592	1	9	2	4	7	3
ENSMUSG00000040594	528	480	464	561	507	612
ENSMUSG00000040596	5419	5305	3854	4665	5137	5291
ENSMUSG00000040599	1148	1102	1166	870	930	1019
ENSMUSG00000040600	1	2	1	1	2	0
ENSMUSG00000040601	0	0	0	0	0	0
ENSMUSG00000040605	150	157	107	81	120	113
ENSMUSG00000040606	3269	3083	2975	2693	2928	3157
ENSMUSG00000040610	268	235	235	234	281	317
ENSMUSG00000040612	791	637	678	1024	673	1390
ENSMUSG00000040613	84	79	96	80	92	114
ENSMUSG00000040614	0	0	0	0	0	0
ENSMUSG00000040616	542	454	555	709	697	714
ENSMUSG00000040618	1103	1003	1115	1349	1290	1593
ENSMUSG00000040620	1937	1685	1761	1868	1900	1986
ENSMUSG00000040621	226	168	204	160	228	203
ENSMUSG00000040624	937	954	806	803	891	912
ENSMUSG00000040627	0	0	0	0	0	0
ENSMUSG00000040629	2	5	0	2	1	9
ENSMUSG00000040631	172	121	143	120	129	154
ENSMUSG00000040632	5	5	5	7	5	11
ENSMUSG00000040640	1307	1154	1328	1243	1166	1473
ENSMUSG00000040648	1453	1274	1710	1574	1562	1760
ENSMUSG00000040649	1301	1233	1387	1041	1202	1354
ENSMUSG00000040650	0	0	0	0	0	0
ENSMUSG00000040651	3335	2782	2624	2454	2843	2565
ENSMUSG00000040652	3876	3712	4324	3750	3997	4891
ENSMUSG00000040653	637	592	453	360	440	547
ENSMUSG00000040657	0	0	0	1	0	1
ENSMUSG00000040658	50	54	54	43	77	61
ENSMUSG00000040659	2635	2416	3089	2446	2973	3214
ENSMUSG00000040660	0	0	0	0	1	0
ENSMUSG00000040661	1599	1400	1160	1875	1875	1835
ENSMUSG00000040663	43	68	53	71	53	104
ENSMUSG00000040666	638	520	573	474	700	574
ENSMUSG00000040667	2055	1942	2245	2115	2214	2480
ENSMUSG00000040669	1621	1706	1714	1719	1687	2033
ENSMUSG00000040675	856	782	665	1042	800	1239
ENSMUSG00000040680	10	3	13	15	15	15
ENSMUSG00000040681	2210	1991	2100	1727	2067	2095
ENSMUSG00000040687	7733	6900	5958	7466	7988	8311
ENSMUSG00000040688	645	605	752	725	692	874
ENSMUSG00000040690	307	323	536	322	368	316
ENSMUSG00000040693	38	41	57	38	28	38
ENSMUSG00000040694	59	56	76	102	93	99
ENSMUSG00000040697	1971	1866	1876	2256	2429	2567
ENSMUSG00000040699	754	709	726	842	930	1003
ENSMUSG00000040701	353	494	556	638	604	560
ENSMUSG00000040703	103	94	141	92	128	148
ENSMUSG00000040705	4	2	5	14	6	15
ENSMUSG00000040706	22	20	27	28	21	15
ENSMUSG00000040710	498	566	689	297	419	389
ENSMUSG00000040711	812	763	721	648	788	859
ENSMUSG00000040712	6359	6209	5574	6258	6617	7286
ENSMUSG00000040713	2287	2363	2373	2418	2613	3047
ENSMUSG00000040714	22	24	34	41	31	54
ENSMUSG00000040717	163	175	169	126	153	175
ENSMUSG00000040720	2749	2434	2481	2428	2573	2692
ENSMUSG00000040721	3175	3489	3007	3780	3758	2991
ENSMUSG00000040722	10997	10476	10256	10290	11150	12955
ENSMUSG00000040723	223	192	201	186	194	220
ENSMUSG00000040724	15564	13741	11134	16260	16209	15760
ENSMUSG00000040725	4956	4451	4365	5122	5090	6072
ENSMUSG00000040726	0	0	0	0	0	0
ENSMUSG00000040728	1	3	3	4	4	3
ENSMUSG00000040729	2227	2264	1961	1849	2058	2126
ENSMUSG00000040731	12697	11386	12121	11945	12829	14850
ENSMUSG00000040732	195	178	126	236	183	273
ENSMUSG00000040734	93	98	99	130	110	119
ENSMUSG00000040738	1825	1751	1825	1544	1733	1724
ENSMUSG00000040740	326	285	274	417	478	438
ENSMUSG00000040746	1309	1326	1420	1419	1519	1599
ENSMUSG00000040747	126	131	149	101	99	105
ENSMUSG00000040749	136	110	111	130	141	153
ENSMUSG00000040751	28	28	37	32	41	37
ENSMUSG00000040752	191	153	191	126	191	136
ENSMUSG00000040759	2020	1981	1826	1018	1679	1182
ENSMUSG00000040760	6965	6600	6713	5624	6476	6083
ENSMUSG00000040761	4430	3816	3096	3906	3678	3807
ENSMUSG00000040767	179	164	226	143	195	162
ENSMUSG00000040770	0	0	0	1	0	2
ENSMUSG00000040771	646	623	750	806	805	962
ENSMUSG00000040774	1987	2036	2204	1650	1985	1899
ENSMUSG00000040775	1	4	2	3	2	2
ENSMUSG00000040782	2851	2497	2668	2198	2352	2633
ENSMUSG00000040785	32509	29685	33581	27798	30008	34291
ENSMUSG00000040794	2299	2250	2176	2103	2336	2665
ENSMUSG00000040795	525	590	612	612	738	618
ENSMUSG00000040797	3633	3567	3763	3990	3995	4746
ENSMUSG00000040808	2	0	1	1	0	0
ENSMUSG00000040809	25	5	41	50	69	162
ENSMUSG00000040811	2303	2234	3285	3522	2764	4846
ENSMUSG00000040812	479	438	425	498	619	565
ENSMUSG00000040813	1427	1430	1472	1337	1464	1637
ENSMUSG00000040818	1621	1465	1441	1479	1541	1743
ENSMUSG00000040820	918	770	752	1102	1001	1191
ENSMUSG00000040822	740	717	691	484	663	664
ENSMUSG00000040824	1078	997	1118	806	993	1088
ENSMUSG00000040828	21	30	24	17	13	28
ENSMUSG00000040829	13	8	8	11	9	7
ENSMUSG00000040836	333	302	366	386	334	487
ENSMUSG00000040840	193	193	144	201	172	178
ENSMUSG00000040841	70	79	89	102	101	99
ENSMUSG00000040842	1586	1461	1482	1313	1567	1657
ENSMUSG00000040843	1808	1792	1829	1748	1877	2115
ENSMUSG00000040848	1229	1186	1158	1167	1287	1475
ENSMUSG00000040850	4176	3929	3909	3824	3819	4179
ENSMUSG00000040852	389	353	385	445	343	489
ENSMUSG00000040855	5247	4307	3906	5658	5557	5944
ENSMUSG00000040856	95	123	474	221	346	651
ENSMUSG00000040857	458	406	456	467	431	640
ENSMUSG00000040859	2114	1987	2216	2154	2221	2530
ENSMUSG00000040860	796	917	1234	1190	1071	1074
ENSMUSG00000040865	2672	2302	2014	2334	2497	2330
ENSMUSG00000040866	0	0	1	3	1	4
ENSMUSG00000040867	723	731	1179	1033	807	1444
ENSMUSG00000040875	585	542	559	751	528	778
ENSMUSG00000040877	162	155	161	167	173	203
ENSMUSG00000040883	424	444	516	360	431	468
ENSMUSG00000040888	502	483	561	470	520	587
ENSMUSG00000040891	0	0	1	1	0	0
ENSMUSG00000040896	5418	4837	4894	5943	5346	6243
ENSMUSG00000040899	0	0	0	0	0	0
ENSMUSG00000040901	4	3	7	6	5	10
ENSMUSG00000040904	1	0	2	0	1	0
ENSMUSG00000040907	64445	58777	63536	65969	68075	80768
ENSMUSG00000040913	358	283	326	329	393	390
ENSMUSG00000040918	879	740	880	890	865	1013
ENSMUSG00000040919	9	10	10	12	8	20
ENSMUSG00000040928	1954	1794	1856	2402	2093	2627
ENSMUSG00000040929	1887	1693	1566	1728	2016	1755
ENSMUSG00000040935	0	0	0	0	1	1
ENSMUSG00000040936	88	70	102	91	98	126
ENSMUSG00000040938	76	84	72	102	74	110
ENSMUSG00000040940	1761	1913	2071	2695	2284	2540
ENSMUSG00000040943	1406	1376	1312	2093	1548	2030
ENSMUSG00000040945	2292	2147	2396	2017	2284	2546
ENSMUSG00000040950	54	65	70	59	56	60
ENSMUSG00000040952	2217	2018	2799	2133	2317	2891
ENSMUSG00000040957	1028	1054	912	1059	1168	1228
ENSMUSG00000040963	2	0	1	0	1	1
ENSMUSG00000040964	2342	2202	2015	2429	2248	3269
ENSMUSG00000040966	18	11	11	14	7	8
ENSMUSG00000040969	17	22	29	22	23	33
ENSMUSG00000040972	1779	1506	1250	1308	1647	1562
ENSMUSG00000040978	66	65	93	51	59	76
ENSMUSG00000040985	6	5	1	2	8	7
ENSMUSG00000040987	121	113	114	130	138	172
ENSMUSG00000040990	679	657	772	497	629	701
ENSMUSG00000040997	2990	2734	2674	2770	2670	3674
ENSMUSG00000040998	166	146	244	171	171	227
ENSMUSG00000041000	6434	5881	5277	9018	7855	10151
ENSMUSG00000041009	0	0	0	0	0	0
ENSMUSG00000041012	29	39	38	31	43	43
ENSMUSG00000041014	615	545	605	606	550	766
ENSMUSG00000041020	7068	6329	7123	7162	7590	8225
ENSMUSG00000041025	1610	1361	1189	1785	1759	1934
ENSMUSG00000041028	22451	20712	23564	17369	21830	22482
ENSMUSG00000041035	574	554	685	533	681	727
ENSMUSG00000041037	2942	2732	2506	2570	2689	3171
ENSMUSG00000041040	1775	1502	1456	1664	1676	1780
ENSMUSG00000041044	0	0	1	0	0	0
ENSMUSG00000041046	325	350	377	326	371	472
ENSMUSG00000041052	0	2	0	0	0	0
ENSMUSG00000041057	1610	1462	1595	1688	1653	2000
ENSMUSG00000041058	4072	3670	3573	3585	3621	4065
ENSMUSG00000041062	32	28	37	52	52	24
ENSMUSG00000041064	0	2	3	2	1	2
ENSMUSG00000041068	0	0	0	0	0	0
ENSMUSG00000041073	1338	1203	1402	1141	1316	1297
ENSMUSG00000041075	2143	1660	1862	2308	2311	2452
ENSMUSG00000041078	965	808	785	982	897	1212
ENSMUSG00000041079	262	251	260	197	249	232
ENSMUSG00000041084	1095	1047	1184	724	1047	991
ENSMUSG00000041096	4001	3970	4762	5328	4528	6317
ENSMUSG00000041112	6110	5360	4476	6384	6363	7087
ENSMUSG00000041115	4256	4026	3564	5695	4830	6202
ENSMUSG00000041117	120	101	106	96	96	137
ENSMUSG00000041119	1901	1817	1911	2039	2240	2396
ENSMUSG00000041120	2116	1946	1834	3863	2497	4877
ENSMUSG00000041124	3276	3133	3366	2728	3229	3379
ENSMUSG00000041126	1685	1578	1576	1120	1586	1446
ENSMUSG00000041130	2088	2211	2264	2632	2522	2634
ENSMUSG00000041132	1074	986	1030	1109	1018	1109
ENSMUSG00000041133	5977	5222	5913	5511	6206	6214
ENSMUSG00000041134	234	231	217	193	302	225
ENSMUSG00000041135	244	183	215	243	285	293
ENSMUSG00000041138	1	2	1	6	1	1
ENSMUSG00000041141	1975	1820	2403	1765	1920	2123
ENSMUSG00000041143	90	77	97	94	72	106
ENSMUSG00000041144	704	664	627	559	634	558
ENSMUSG00000041147	579	492	460	643	485	665
ENSMUSG00000041153	1419	1329	1340	1118	1370	1358
ENSMUSG00000041161	495	389	409	490	415	462
ENSMUSG00000041164	5537	5505	5627	7117	6157	8371
ENSMUSG00000041165	23	25	14	12	30	12
ENSMUSG00000041168	2528	2565	2797	2844	2654	3126
ENSMUSG00000041180	620	560	502	438	493	486
ENSMUSG00000041187	247	223	237	226	194	281
ENSMUSG00000041189	177	175	144	166	153	170
ENSMUSG00000041193	82	70	121	178	142	240
ENSMUSG00000041199	884	878	1079	974	1099	1132
ENSMUSG00000041202	1	1	4	3	3	5
ENSMUSG00000041203	1989	2070	2145	2039	2218	2473
ENSMUSG00000041205	1945	1856	1791	1353	1683	1430
ENSMUSG00000041215	1277	1173	983	1269	1196	1321
ENSMUSG00000041216	674	714	676	633	686	643
ENSMUSG00000041219	190	172	181	165	178	220
ENSMUSG00000041220	3866	3508	3214	2814	3512	3063
ENSMUSG00000041225	3259	3039	3362	3058	3169	3645
ENSMUSG00000041229	1915	1639	1688	1579	1637	1921
ENSMUSG00000041231	2917	2747	3166	2508	2994	2999
ENSMUSG00000041235	7896	6829	6888	9485	8606	9549
ENSMUSG00000041236	5520	5312	6253	5027	5575	6030
ENSMUSG00000041237	4	1	4	3	4	3
ENSMUSG00000041238	250	231	260	196	238	331
ENSMUSG00000041241	1771	1691	1625	1727	1792	2113
ENSMUSG00000041245	1279	1172	1438	1154	1079	1362
ENSMUSG00000041247	0	1	1	0	2	0
ENSMUSG00000041248	0	0	0	1	0	0
ENSMUSG00000041255	0	1	5	0	1	2
ENSMUSG00000041258	2243	2171	2083	1995	2146	2032
ENSMUSG00000041261	77897	77645	63671	60496	72736	68160
ENSMUSG00000041263	2810	2652	3065	2545	2836	3095
ENSMUSG00000041264	1700	1617	1797	1978	1698	2320
ENSMUSG00000041268	11718	10527	10753	10116	10707	10977
ENSMUSG00000041272	66	55	124	92	53	116
ENSMUSG00000041278	1806	1710	1879	1503	1839	1826
ENSMUSG00000041287	1	0	0	1	1	3
ENSMUSG00000041293	0	0	0	0	0	0
ENSMUSG00000041297	3178	2989	3084	3219	3177	3507
ENSMUSG00000041298	2730	2252	2266	2280	2859	2610
ENSMUSG00000041301	19	12	18	29	9	15
ENSMUSG00000041303	1624	1463	1599	1525	1576	1850
ENSMUSG00000041308	1048	921	831	873	1017	1046
ENSMUSG00000041309	320	258	337	358	287	453
ENSMUSG00000041313	1609	1332	1188	1633	1506	1674
ENSMUSG00000041319	193	191	262	154	237	220
ENSMUSG00000041323	156	122	142	122	173	179
ENSMUSG00000041324	194	146	139	103	211	136
ENSMUSG00000041328	4125	3845	4203	3508	3817	4155
ENSMUSG00000041329	53267	46563	45462	51099	55379	62218
ENSMUSG00000041333	0	0	0	0	0	0
ENSMUSG00000041341	3909	3453	3727	3686	3644	4099
ENSMUSG00000041343	284	238	335	221	292	287
ENSMUSG00000041346	385	334	417	421	390	462
ENSMUSG00000041347	8	9	10	8	9	15
ENSMUSG00000041351	4893	5114	5650	6100	5931	6598
ENSMUSG00000041353	995	853	917	833	966	983
ENSMUSG00000041354	1399	1567	1641	1664	1617	1620
ENSMUSG00000041355	1676	1694	1715	1272	1652	1740
ENSMUSG00000041358	3	5	1	9	9	18
ENSMUSG00000041359	1	0	0	0	0	0
ENSMUSG00000041360	1463	1291	1280	1071	1262	1204
ENSMUSG00000041361	55	73	59	100	50	108
ENSMUSG00000041362	1167	1145	1190	1001	1242	1251
ENSMUSG00000041372	45	53	56	84	72	109
ENSMUSG00000041375	1344	1281	1397	1508	1643	1673
ENSMUSG00000041377	47	47	56	21	61	31
ENSMUSG00000041378	834	768	1015	775	923	875
ENSMUSG00000041380	1022	884	1856	1116	1370	2061
ENSMUSG00000041390	245	182	242	181	330	403
ENSMUSG00000041396	163	159	188	200	180	233
ENSMUSG00000041399	0	0	0	0	0	0
ENSMUSG00000041406	219	219	243	243	224	230
ENSMUSG00000041408	4252	3711	3793	3771	4050	4215
ENSMUSG00000041415	3141	2891	2602	3446	3058	3683
ENSMUSG00000041417	7639	6876	5509	7122	7302	8363
ENSMUSG00000041420	827	830	890	995	884	1130
ENSMUSG00000041423	1017	1037	996	885	1001	1051
ENSMUSG00000041426	1113	1078	1027	895	1061	1174
ENSMUSG00000041429	114	123	138	130	121	140
ENSMUSG00000041431	9	16	9	9	9	13
ENSMUSG00000041438	813	797	879	690	804	936
ENSMUSG00000041439	3102	2914	3023	2738	3154	3044
ENSMUSG00000041440	128	94	119	128	106	142
ENSMUSG00000041444	4105	3691	3758	4397	3998	4662
ENSMUSG00000041445	152	119	153	117	129	157
ENSMUSG00000041449	0	0	0	0	0	0
ENSMUSG00000041453	1455	1359	1658	1472	1497	2010
ENSMUSG00000041459	10917	10419	11440	9631	10725	11057
ENSMUSG00000041460	140	151	108	120	101	113
ENSMUSG00000041468	345	356	328	323	308	372
ENSMUSG00000041471	254	218	247	238	244	311
ENSMUSG00000041476	360	400	336	394	387	429
ENSMUSG00000041477	676	646	683	663	682	772
ENSMUSG00000041479	25	18	21	30	33	38
ENSMUSG00000041481	4	5	9	8	8	10
ENSMUSG00000041482	61	78	57	43	43	65
ENSMUSG00000041483	2892	2525	2591	2164	2526	2526
ENSMUSG00000041488	1956	2007	2003	2637	2230	2483
ENSMUSG00000041491	578	546	516	669	643	786
ENSMUSG00000041498	9	7	13	10	15	7
ENSMUSG00000041505	0	0	0	0	0	0
ENSMUSG00000041506	573	563	493	573	547	586
ENSMUSG00000041512	0	0	0	0	0	0
ENSMUSG00000041515	77	66	100	78	72	96
ENSMUSG00000041523	2	1	1	0	1	0
ENSMUSG00000041528	4384	4143	4375	4788	4950	5218
ENSMUSG00000041530	3530	3302	3644	3805	3539	4431
ENSMUSG00000041534	1	8	5	1	1	4
ENSMUSG00000041536	0	0	0	0	0	0
ENSMUSG00000041538	8	14	14	13	17	8
ENSMUSG00000041540	970	869	558	845	885	917
ENSMUSG00000041544	663	626	566	672	642	694
ENSMUSG00000041548	799	744	923	939	893	1256
ENSMUSG00000041550	1	0	0	0	0	0
ENSMUSG00000041552	1574	1360	1400	878	1218	924
ENSMUSG00000041556	991	865	1137	1127	1091	1512
ENSMUSG00000041559	1042	1048	880	2180	1012	2338
ENSMUSG00000041560	2573	2364	2679	3023	2890	4097
ENSMUSG00000041565	25	18	21	26	21	28
ENSMUSG00000041566	21	14	16	9	16	12
ENSMUSG00000041567	0	1	0	0	1	1
ENSMUSG00000041570	8870	7886	7929	7517	7698	8497
ENSMUSG00000041571	8869	8524	8073	7374	8691	9685
ENSMUSG00000041577	895	694	841	894	1023	1090
ENSMUSG00000041578	0	0	0	0	0	0
ENSMUSG00000041583	0	0	0	0	0	0
ENSMUSG00000041592	430	418	360	432	423	506
ENSMUSG00000041594	1898	1671	1716	1819	2025	1978
ENSMUSG00000041596	0	0	0	0	0	0
ENSMUSG00000041598	3742	3412	3261	2768	3142	3463
ENSMUSG00000041605	32	40	27	16	31	21
ENSMUSG00000041607	119246	126296	103927	71668	95467	105710
ENSMUSG00000041608	118	99	177	131	159	185
ENSMUSG00000041609	1490	1488	1688	1542	1687	1831
ENSMUSG00000041616	4	5	2	4	0	3
ENSMUSG00000041617	1732	1870	2046	2821	2271	3009
ENSMUSG00000041620	0	0	0	0	0	0
ENSMUSG00000041623	190	174	150	159	179	170
ENSMUSG00000041624	3767	3149	2830	2918	3076	2843
ENSMUSG00000041625	1167	1031	1193	1431	1279	1639
ENSMUSG00000041629	122	120	132	121	117	119
ENSMUSG00000041632	524	536	612	511	597	642
ENSMUSG00000041633	450	364	363	336	361	387
ENSMUSG00000041638	2356	2175	2319	2409	2395	2507
ENSMUSG00000041642	1332	1225	1394	1458	1152	1516
ENSMUSG00000041644	5	2	12	8	3	12
ENSMUSG00000041645	5696	5325	5981	5956	5958	7269
ENSMUSG00000041649	208	218	194	176	186	231
ENSMUSG00000041650	2019	1968	2177	2533	2324	2705
ENSMUSG00000041653	1326	1301	1340	1318	1380	1393
ENSMUSG00000041654	312	303	392	338	364	442
ENSMUSG00000041658	3241	3053	3653	3003	3450	3786
ENSMUSG00000041660	498	565	593	502	507	633
ENSMUSG00000041669	242	252	337	242	287	303
ENSMUSG00000041670	9756	8494	7283	8813	9720	9474
ENSMUSG00000041671	335	300	268	311	345	321
ENSMUSG00000041673	18	12	26	22	24	35
ENSMUSG00000041674	33	32	33	26	40	47
ENSMUSG00000041679	152	162	153	272	215	252
ENSMUSG00000041681	0	0	0	0	0	0
ENSMUSG00000041684	1129	970	1056	912	1050	1049
ENSMUSG00000041685	2872	2668	2662	2522	2807	2810
ENSMUSG00000041688	2898	2762	2415	2230	2550	2483
ENSMUSG00000041695	233	234	343	198	158	248
ENSMUSG00000041696	153	149	152	139	183	208
ENSMUSG00000041697	5087	5108	5242	4325	4562	5651
ENSMUSG00000041698	0	0	0	0	0	0
ENSMUSG00000041700	4	1	5	1	5	3
ENSMUSG00000041702	1784	1681	1705	1497	1650	1624
ENSMUSG00000041703	2692	2493	2021	2361	2498	2487
ENSMUSG00000041707	8	9	20	8	13	12
ENSMUSG00000041708	219	219	371	224	215	330
ENSMUSG00000041710	701	566	530	738	685	838
ENSMUSG00000041712	1447	1453	1548	1345	1340	1588
ENSMUSG00000041716	9	7	9	6	11	11
ENSMUSG00000041718	548	548	532	495	538	515
ENSMUSG00000041720	8142	7270	7438	8286	7816	9237
ENSMUSG00000041722	1	0	0	0	0	0
ENSMUSG00000041729	10372	9695	9334	12191	12344	13351
ENSMUSG00000041730	3	2	27	10	18	16
ENSMUSG00000041731	286	232	208	213	311	266
ENSMUSG00000041733	1378	1224	1405	1166	1347	1474
ENSMUSG00000041734	457	443	379	536	453	594
ENSMUSG00000041735	0	0	0	0	0	1
ENSMUSG00000041736	42	44	101	70	91	99
ENSMUSG00000041737	5	6	5	6	9	8
ENSMUSG00000041740	6451	5907	5659	6019	6508	7047
ENSMUSG00000041741	1270	1049	1040	1286	1218	1246
ENSMUSG00000041747	1137	1172	1274	1277	1305	1523
ENSMUSG00000041750	0	0	0	0	0	1
ENSMUSG00000041754	2	1	2	0	0	2
ENSMUSG00000041757	4354	4161	5128	5408	4876	5244
ENSMUSG00000041762	1756	1523	1647	1385	1503	1553
ENSMUSG00000041763	2906	2790	2941	2883	2925	3307
ENSMUSG00000041765	1323	1239	1276	1331	1385	1525
ENSMUSG00000041769	2074	2026	2096	2214	2212	2798
ENSMUSG00000041771	356	229	304	437	368	442
ENSMUSG00000041773	939	785	1240	942	627	1291
ENSMUSG00000041774	108	133	149	94	115	141
ENSMUSG00000041775	1476	1362	1374	1425	1626	1582
ENSMUSG00000041777	983	825	660	899	931	997
ENSMUSG00000041779	76	76	74	110	100	113
ENSMUSG00000041781	2555	2417	2530	2317	2590	2812
ENSMUSG00000041782	17	25	21	27	28	39
ENSMUSG00000041789	49	59	45	58	37	60
ENSMUSG00000041791	0	0	0	0	0	0
ENSMUSG00000041794	1019	945	1000	1019	1076	1289
ENSMUSG00000041797	510	429	449	455	450	513
ENSMUSG00000041798	10	14	29	27	15	23
ENSMUSG00000041801	454	432	602	288	456	521
ENSMUSG00000041805	3	0	0	3	2	6
ENSMUSG00000041809	117	93	103	122	119	180
ENSMUSG00000041815	2825	2566	2816	2893	2916	3452
ENSMUSG00000041817	1251	1272	1664	1558	1408	1960
ENSMUSG00000041827	4	8	10	4	12	8
ENSMUSG00000041828	209	170	285	265	320	254
